cell_id,temperature_C,c_rate,stress_group,cycle,true_capacity_retention,capacity_retention
CELL_001,25,0.5,low_temp / low_crate,975,0.8532686526683761,0.8551696926074444
CELL_001,25,0.5,low_temp / low_crate,1000,0.8486068643060674,0.8462775803305569
CELL_001,25,0.5,low_temp / low_crate,1025,0.8439047349703137,0.8447172996010472
CELL_001,25,0.5,low_temp / low_crate,1050,0.8391625624333958,0.8395709627653883
CELL_001,25,0.5,low_temp / low_crate,1075,0.8343806351705623,0.8351460452591138
CELL_001,25,0.5,low_temp / low_crate,1100,0.8295592328616047,0.8326092335844234
CELL_001,25,0.5,low_temp / low_crate,1125,0.8246986268544921,0.8254812112752036
CELL_001,25,0.5,low_temp / low_crate,1150,0.8197990805947223,0.822175278065474
CELL_001,25,0.5,low_temp / low_crate,1175,0.8148608500236204,0.8150973767668316
CELL_001,25,0.5,low_temp / low_crate,1200,0.809884183948449,0.810896101843864
CELL_002,25,0.5,low_temp / low_crate,0,0.9970856883602887,0.9959668391030381
CELL_002,25,0.5,low_temp / low_crate,25,0.9944561971345791,0.9928098928445543
CELL_002,25,0.5,low_temp / low_crate,50,0.9916909047717287,0.989454832302877
CELL_002,25,0.5,low_temp / low_crate,75,0.9888196047596942,0.9878566068804008
CELL_002,25,0.5,low_temp / low_crate,100,0.9858549019868871,0.9910871965762075
CELL_002,25,0.5,low_temp / low_crate,125,0.9828046606113857,0.9797742517064594
CELL_002,25,0.5,low_temp / low_crate,150,0.9796744793337172,0.9830634535747874
CELL_002,25,0.5,low_temp / low_crate,175,0.9764686437067107,0.9705785995060554
CELL_002,25,0.5,low_temp / low_crate,200,0.9731905902154924,0.9720184926105422
CELL_002,25,0.5,low_temp / low_crate,225,0.9698431655634784,0.9704128012913459
CELL_002,25,0.5,low_temp / low_crate,250,0.96642878535719,0.9684805635169474
CELL_002,25,0.5,low_temp / low_crate,275,0.9629495378126134,0.9654388308418884
CELL_002,25,0.5,low_temp / low_crate,300,0.9594072549904887,0.9621839703136885
CELL_002,25,0.5,low_temp / low_crate,325,0.9558035636806569,0.9545830259277873
CELL_002,25,0.5,low_temp / low_crate,350,0.9521399229176093,0.9505216916432833
CELL_002,25,0.5,low_temp / low_crate,375,0.948417652371643,0.951420567956043
CELL_002,25,0.5,low_temp / low_crate,400,0.9446379543116664,0.9439683891745808
CELL_002,25,0.5,low_temp / low_crate,425,0.9408019309161053,0.9363370287844226
CELL_002,25,0.5,low_temp / low_crate,450,0.9369105981393466,0.9329440928903344
CELL_002,25,0.5,low_temp / low_crate,475,0.9329648969766047,0.929746813975599
CELL_002,25,0.5,low_temp / low_crate,500,0.9289657027293918,0.93070576533358
CELL_002,25,0.5,low_temp / low_crate,525,0.9249138327106613,0.9254123227869083
CELL_002,25,0.5,low_temp / low_crate,550,0.9208100527155576,0.9232267514547948
CELL_002,25,0.5,low_temp / low_crate,575,0.9166550825036422,0.9151596982414644
CELL_002,25,0.5,low_temp / low_crate,600,0.9124496004807497,0.9130044893995183
CELL_002,25,0.5,low_temp / low_crate,625,0.9081942477263378,0.9103838141052235
CELL_002,25,0.5,low_temp / low_crate,650,0.9038896314807547,0.9028069185917339
CELL_002,25,0.5,low_temp / low_crate,675,0.8995363281831437,0.9011350415145946
CELL_002,25,0.5,low_temp / low_crate,700,0.8951348861326209,0.8928181453388877
CELL_002,25,0.5,low_temp / low_crate,725,0.8906858278314183,0.8894151393684405
CELL_002,25,0.5,low_temp / low_crate,750,0.8861896520577928,0.8848535694287986
CELL_002,25,0.5,low_temp / low_crate,775,0.8816468357079574,0.8774613969483958
CELL_002,25,0.5,low_temp / low_crate,800,0.8770578354394784,0.8787622391222278
CELL_002,25,0.5,low_temp / low_crate,825,0.8724230891431473,0.8707801809524377
CELL_002,25,0.5,low_temp / low_crate,850,0.867743017265947,0.8677867466814939
CELL_002,25,0.5,low_temp / low_crate,875,0.8630180240041583,0.864700637310329
CELL_002,25,0.5,low_temp / low_crate,900,0.8582484983827414,0.8598113574988462
CELL_002,25,0.5,low_temp / low_crate,925,0.8534348152347231,0.8557636631161278
CELL_002,25,0.5,low_temp / low_crate,950,0.8485773360923317,0.8482326368965487
CELL_002,25,0.5,low_temp / low_crate,975,0.843676409999969,0.8421948659078144
CELL_002,25,0.5,low_temp / low_crate,1000,0.8387323742577222,0.8384533605195498
CELL_002,25,0.5,low_temp / low_crate,1025,0.8337455551029549,0.8278398845841017
CELL_002,25,0.5,low_temp / low_crate,1050,0.8287162683365321,0.8236513746830513
CELL_002,25,0.5,low_temp / low_crate,1075,0.8236448198993997,0.8190153712561593
CELL_002,25,0.5,low_temp / low_crate,1100,0.8185315064045263,0.8150411425079211
CELL_002,25,0.5,low_temp / low_crate,1125,0.8133766156286091,0.8147758254221411
CELL_002,25,0.5,low_temp / low_crate,1150,0.8081804269674198,0.8050112502736595
CELL_002,25,0.5,low_temp / low_crate,1175,0.8029432118582182,0.8016196429190803
CELL_002,25,0.5,low_temp / low_crate,1200,0.7976652341722709,0.8022125332145221
CELL_003,25,0.5,low_temp / low_crate,0,1.0014750311369343,0.9982073692568997
CELL_003,25,0.5,low_temp / low_crate,25,0.9992737688079077,0.998554737355371
CELL_003,25,0.5,low_temp / low_crate,50,0.9969588213961914,0.9936337442040044
CELL_003,25,0.5,low_temp / low_crate,75,0.9945551303361007,0.9933685145704487
CELL_003,25,0.5,low_temp / low_crate,100,0.9920732477320697,0.9950143262131707
CELL_003,25,0.5,low_temp / low_crate,125,0.9895197570154322,0.9834741355342589
CELL_003,25,0.5,low_temp / low_crate,150,0.9868993451037338,0.9884198278561442
CELL_003,25,0.5,low_temp / low_crate,175,0.9842155996210402,0.9850476742292031
CELL_003,25,0.5,low_temp / low_crate,200,0.9814713973996368,0.9793918725546981
CELL_003,25,0.5,low_temp / low_crate,225,0.9786691215396958,0.9736079190493362
CELL_003,25,0.5,low_temp / low_crate,250,0.9758107942512873,0.9760632475282858
CELL_003,25,0.5,low_temp / low_crate,275,0.9728981636715188,0.9710449391897955
CELL_003,25,0.5,low_temp / low_crate,300,0.9699327634987167,0.9707471302384582
CELL_003,25,0.5,low_temp / low_crate,325,0.9669159555899425,0.9669924380992745
CELL_003,25,0.5,low_temp / low_crate,350,0.9638489613669037,0.9694551874865269
CELL_003,25,0.5,low_temp / low_crate,375,0.9607328855834335,0.9598951408872779
CELL_003,25,0.5,low_temp / low_crate,400,0.9575687347115189,0.9539864934873424
CELL_003,25,0.5,low_temp / low_crate,425,0.954357431433017,0.9549848961553641
CELL_003,25,0.5,low_temp / low_crate,450,0.9510998262478643,0.9518698146417655
CELL_003,25,0.5,low_temp / low_crate,475,0.947796706904389,0.9525538634177305
CELL_003,25,0.5,low_temp / low_crate,500,0.9444488061558426,0.9473716955165437
CELL_003,25,0.5,low_temp / low_crate,525,0.9410568082107129,0.9423058569177362
CELL_003,25,0.5,low_temp / low_crate,550,0.9376213541496723,0.9427429142689407
CELL_003,25,0.5,low_temp / low_crate,575,0.9341430465149897,0.9299823758248598
CELL_003,25,0.5,low_temp / low_crate,600,0.9306224532299167,0.9283833228652926
CELL_003,25,0.5,low_temp / low_crate,625,0.9270601109701594,0.92381709517524
CELL_003,25,0.5,low_temp / low_crate,650,0.9234565280832226,0.9220921937721774
CELL_003,25,0.5,low_temp / low_crate,675,0.9198121871315724,0.9149937856151253
CELL_003,25,0.5,low_temp / low_crate,700,0.9161275471204257,0.9183505754342761
CELL_003,25,0.5,low_temp / low_crate,725,0.9124030454592964,0.9116252660194507
CELL_003,25,0.5,low_temp / low_crate,750,0.90863909969732,0.9034912776665608
CELL_003,25,0.5,low_temp / low_crate,775,0.9048361090652142,0.9012815822809878
CELL_003,25,0.5,low_temp / low_crate,800,0.9009944558510379,0.9020917543171135
CELL_003,25,0.5,low_temp / low_crate,825,0.8971145066323613,0.9000479496199916
CELL_003,25,0.5,low_temp / low_crate,850,0.8931966133837776,0.9001851715046989
CELL_003,25,0.5,low_temp / low_crate,875,0.8892411144757054,0.899439633106731
CELL_003,25,0.5,low_temp / low_crate,900,0.885248335577986,0.886698768594452
CELL_003,25,0.5,low_temp / low_crate,925,0.881218590479771,0.8777552070596595
CELL_003,25,0.5,low_temp / low_crate,950,0.8771521818355311,0.8696900198529716
CELL_003,25,0.5,low_temp / low_crate,975,0.8730494018456303,0.8739863919638338
CELL_003,25,0.5,low_temp / low_crate,1000,0.8689105328787518,0.8660652390451656
CELL_003,25,0.5,low_temp / low_crate,1025,0.8647358480424885,0.8632820976318596
CELL_003,25,0.5,low_temp / low_crate,1050,0.8605256117075829,0.8583832729108736
CELL_003,25,0.5,low_temp / low_crate,1075,0.856280079990607,0.8557873118881496
CELL_003,25,0.5,low_temp / low_crate,1100,0.8519995011992743,0.855730432007031
CELL_003,25,0.5,low_temp / low_crate,1125,0.8476841162440684,0.848233786230127
CELL_003,25,0.5,low_temp / low_crate,1150,0.843334159019433,0.8427789370897976
CELL_003,25,0.5,low_temp / low_crate,1175,0.8389498567573925,0.8353250686225022
CELL_003,25,0.5,low_temp / low_crate,1200,0.8345314303561472,0.8286700400496819
CELL_004,25,0.5,low_temp / low_crate,0,0.9998924348983633,1.0060801895958928
CELL_004,25,0.5,low_temp / low_crate,25,0.9977421011263424,0.9981980619514975
CELL_004,25,0.5,low_temp / low_crate,50,0.9954807124975427,0.9989203007861234
CELL_004,25,0.5,low_temp / low_crate,75,0.9931326333995354,0.9913850988046483
CELL_004,25,0.5,low_temp / low_crate,100,0.9907081718025393,0.9865608686200797
CELL_004,25,0.5,low_temp / low_crate,125,0.9882137588231668,0.9848358501553535
CELL_004,25,0.5,low_temp / low_crate,150,0.9856539729421161,0.983115681716241
CELL_004,25,0.5,low_temp / low_crate,175,0.9830323187799351,0.9904819628434582
CELL_004,25,0.5,low_temp / low_crate,200,0.9803516066103193,0.977476753233034
CELL_004,25,0.5,low_temp / low_crate,225,0.9776141643978705,0.9805488766109477
CELL_004,25,0.5,low_temp / low_crate,250,0.9748219675666678,0.9716617224433632
CELL_004,25,0.5,low_temp / low_crate,275,0.971976723808798,0.9752372293538578
CELL_004,25,0.5,low_temp / low_crate,300,0.9690799313388369,0.9704272597202074
CELL_004,25,0.5,low_temp / low_crate,325,0.9661329205058273,0.965584687864024
CELL_004,25,0.5,low_temp / low_crate,350,0.96313688447258,0.9629942156311059
CELL_004,25,0.5,low_temp / low_crate,375,0.9600929024332674,0.9578011454992645
CELL_004,25,0.5,low_temp / low_crate,400,0.9570019575740708,0.9585632102792581
CELL_004,25,0.5,low_temp / low_crate,425,0.9538649512296167,0.952272509048424
CELL_004,25,0.5,low_temp / low_crate,450,0.9506827142226163,0.946393094049431
CELL_004,25,0.5,low_temp / low_crate,475,0.9474560160759979,0.9429832345658793
CELL_004,25,0.5,low_temp / low_crate,500,0.9441855725899837,0.9447896303020111
CELL_004,25,0.5,low_temp / low_crate,525,0.9408720521431665,0.946398871540603
CELL_004,25,0.5,low_temp / low_crate,550,0.9375160809841321,0.9380760516316391
CELL_004,25,0.5,low_temp / low_crate,575,0.9341182477146899,0.9337030135733053
CELL_004,25,0.5,low_temp / low_crate,600,0.93067910711858,0.9316794986071889
CELL_004,25,0.5,low_temp / low_crate,625,0.9271991834549425,0.9317701895509164
CELL_004,25,0.5,low_temp / low_crate,650,0.9236789733101191,0.9244468120648925
CELL_004,25,0.5,low_temp / low_crate,675,0.9201189480819774,0.9186807027740593
CELL_004,25,0.5,low_temp / low_crate,700,0.9165195561561581,0.9203915666413677
CELL_004,25,0.5,low_temp / low_crate,725,0.9128812248222383,0.914381872356854
CELL_004,25,0.5,low_temp / low_crate,750,0.9092043619689082,0.9145795079408942
CELL_004,25,0.5,low_temp / low_crate,775,0.9054893575902556,0.9061306781205323
CELL_004,25,0.5,low_temp / low_crate,800,0.901736585129697,0.8974509435186753
CELL_004,25,0.5,low_temp / low_crate,825,0.8979464026836383,0.8931578454862785
CELL_004,25,0.5,low_temp / low_crate,850,0.8941191540833646,0.899897401846174
CELL_004,25,0.5,low_temp / low_crate,875,0.8902551698707329,0.8962879998934745
CELL_004,25,0.5,low_temp / low_crate,900,0.8863547681808646,0.8857264509343754
CELL_004,25,0.5,low_temp / low_crate,925,0.882418255543064,0.881077099919088
CELL_004,25,0.5,low_temp / low_crate,950,0.878445927609567,0.8835609826324147
CELL_004,25,0.5,low_temp / low_crate,975,0.8744380698203698,0.8705634099332176
CELL_004,25,0.5,low_temp / low_crate,1000,0.8703949580112543,0.867263413444909
CELL_004,25,0.5,low_temp / low_crate,1025,0.8663168589711774,0.868568502752589
CELL_004,25,0.5,low_temp / low_crate,1050,0.8622040309543818,0.8608229130243732
CELL_004,25,0.5,low_temp / low_crate,1075,0.8580567241519088,0.8580387976183885
CELL_004,25,0.5,low_temp / low_crate,1100,0.8538751811266077,0.8533031309817719
CELL_004,25,0.5,low_temp / low_crate,1125,0.8496596372152403,0.8508411481360365
CELL_004,25,0.5,low_temp / low_crate,1150,0.8454103209008524,0.8503365074154504
CELL_004,25,0.5,low_temp / low_crate,1175,0.8411274541582128,0.8414445013323689
CELL_004,25,0.5,low_temp / low_crate,1200,0.8368112527748055,0.8390650385512745
CELL_005,25,0.5,low_temp / low_crate,0,0.9999025631961398,0.9969512572501148
CELL_005,25,0.5,low_temp / low_crate,25,0.9982798046322046,0.9940139589207219
CELL_005,25,0.5,low_temp / low_crate,50,0.9965732380463477,0.993499704762097
CELL_005,25,0.5,low_temp / low_crate,75,0.9948012501276966,0.9936318180852438
CELL_005,25,0.5,low_temp / low_crate,100,0.9929716198299963,0.9961772787282424
CELL_005,25,0.5,low_temp / low_crate,125,0.9910892004228623,0.9864468259107738
CELL_005,25,0.5,low_temp / low_crate,150,0.9891574470763055,0.9892646573003859
CELL_005,25,0.5,low_temp / low_crate,175,0.9871790045671888,0.9854844115505212
CELL_005,25,0.5,low_temp / low_crate,200,0.9851559936805573,0.9840091378502904
CELL_005,25,0.5,low_temp / low_crate,225,0.9830901712248397,0.9865998236134058
CELL_005,25,0.5,low_temp / low_crate,250,0.9809830279622527,0.9828664319917664
CELL_005,25,0.5,low_temp / low_crate,275,0.9788358526099225,0.983516745985972
CELL_005,25,0.5,low_temp / low_crate,300,0.9766497758018767,0.9761090059245021
CELL_005,25,0.5,low_temp / low_crate,325,0.9744258014917018,0.9719900023508543
CELL_005,25,0.5,low_temp / low_crate,350,0.972164830104808,0.9713813242457263
CELL_005,25,0.5,low_temp / low_crate,375,0.9698676760596864,0.9707164148291356
CELL_005,25,0.5,low_temp / low_crate,400,0.9675350813219873,0.9681530880765753
CELL_005,25,0.5,low_temp / low_crate,425,0.9651677260877355,0.9613723678349188
CELL_005,25,0.5,low_temp / low_crate,450,0.9627662373408381,0.9630829515765357
CELL_005,25,0.5,low_temp / low_crate,475,0.9603311958050594,0.9611299949605456
CELL_005,25,0.5,low_temp / low_crate,500,0.9578631416620934,0.9666743007934622
CELL_005,25,0.5,low_temp / low_crate,525,0.9553625793066998,0.9619315354461856
CELL_005,25,0.5,low_temp / low_crate,550,0.9528299813400481,0.9498436296130923
CELL_005,25,0.5,low_temp / low_crate,575,0.9502657919530074,0.9492599501875854
CELL_005,25,0.5,low_temp / low_crate,600,0.9476704298154962,0.9425483828090667
CELL_005,25,0.5,low_temp / low_crate,625,0.9450442905619135,0.9429768160130413
CELL_005,25,0.5,low_temp / low_crate,650,0.9423877489432627,0.9434923664558289
CELL_005,25,0.5,low_temp / low_crate,675,0.9397011607019577,0.9439216483750665
CELL_005,25,0.5,low_temp / low_crate,700,0.9369848642141372,0.9344330707820345
CELL_005,25,0.5,low_temp / low_crate,725,0.934239181935705,0.9319496693954678
CELL_005,25,0.5,low_temp / low_crate,750,0.9314644216816029,0.9239489100775177
CELL_005,25,0.5,low_temp / low_crate,775,0.9286608777625353,0.9280915470406281
CELL_005,25,0.5,low_temp / low_crate,800,0.9258288319991705,0.9221103815576621
CELL_005,25,0.5,low_temp / low_crate,825,0.9229685546304911,0.9211155166347098
CELL_005,25,0.5,low_temp / low_crate,850,0.9200803051302443,0.9170112924066578
CELL_005,25,0.5,low_temp / low_crate,875,0.9171643329432541,0.9168344140033701
CELL_005,25,0.5,low_temp / low_crate,900,0.9142208781515485,0.9080688287818003
CELL_005,25,0.5,low_temp / low_crate,925,0.9112501720787761,0.9061155137199076
CELL_005,25,0.5,low_temp / low_crate,950,0.9082524378401592,0.9157048027322582
CELL_005,25,0.5,low_temp / low_crate,975,0.9052278908442098,0.9007219118097507
CELL_005,25,0.5,low_temp / low_crate,1000,0.9021767392515789,0.8983379897269876
CELL_005,25,0.5,low_temp / low_crate,1025,0.8990991843956919,0.9055283817448165
CELL_005,25,0.5,low_temp / low_crate,1050,0.895995421169216,0.9061631562615575
CELL_005,25,0.5,low_temp / low_crate,1075,0.8928656383798889,0.8887651551790001
CELL_005,25,0.5,low_temp / low_crate,1100,0.8897100190788007,0.8884211477300425
CELL_005,25,0.5,low_temp / low_crate,1125,0.8865287408638437,0.8877241852921355
CELL_005,25,0.5,low_temp / low_crate,1150,0.8833219761607242,0.8893724179161437
CELL_005,25,0.5,low_temp / low_crate,1175,0.8800898924836492,0.8766358927091504
CELL_005,25,0.5,low_temp / low_crate,1200,0.8768326526775653,0.8759741802167679
CELL_006,25,0.5,low_temp / low_crate,0,1.0008695321489331,0.9995529858996278
CELL_006,25,0.5,low_temp / low_crate,25,0.9981699978933047,0.9977016175174986
CELL_006,25,0.5,low_temp / low_crate,50,0.9953310450999455,0.9905189097706506
CELL_006,25,0.5,low_temp / low_crate,75,0.9923832608803644,0.9915496527764531
CELL_006,25,0.5,low_temp / low_crate,100,0.9893395858854842,0.9884072296704529
CELL_006,25,0.5,low_temp / low_crate,125,0.9862080937547665,0.9870206883684584
CELL_006,25,0.5,low_temp / low_crate,150,0.9829945323240329,0.9810508870581663
CELL_006,25,0.5,low_temp / low_crate,175,0.9797033013024568,0.9813536861313648
CELL_006,25,0.5,low_temp / low_crate,200,0.9763379287144809,0.9798824340768503
CELL_006,25,0.5,low_temp / low_crate,225,0.9729013370925377,0.9734453397393773
CELL_006,25,0.5,low_temp / low_crate,250,0.9693960063888281,0.9706271538182253
CELL_006,25,0.5,low_temp / low_crate,275,0.9658240804441576,0.9660101241606801
CELL_006,25,0.5,low_temp / low_crate,300,0.9621874401207546,0.9621877354965745
CELL_006,25,0.5,low_temp / low_crate,325,0.9584877555420483,0.9559623024246484
CELL_006,25,0.5,low_temp / low_crate,350,0.9547265246075376,0.9558342545233942
CELL_006,25,0.5,low_temp / low_crate,375,0.9509051021402156,0.9505645990457684
CELL_006,25,0.5,low_temp / low_crate,400,0.9470247224344095,0.9543508115156666
CELL_006,25,0.5,low_temp / low_crate,425,0.9430865170278048,0.9485932591864681
CELL_006,25,0.5,low_temp / low_crate,450,0.9390915289372571,0.9404419918712049
CELL_006,25,0.5,low_temp / low_crate,475,0.9350407242237254,0.9323700239897937
CELL_006,25,0.5,low_temp / low_crate,500,0.930935001504552,0.9270415613526101
CELL_006,25,0.5,low_temp / low_crate,525,0.9267751998638506,0.9309442001996616
CELL_006,25,0.5,low_temp / low_crate,550,0.9225621054956215,0.9234817277836365
CELL_006,25,0.5,low_temp / low_crate,575,0.9182964573320099,0.9199769592438806
CELL_006,25,0.5,low_temp / low_crate,600,0.9139789518498747,0.907872900895465
CELL_006,25,0.5,low_temp / low_crate,625,0.9096102472054172,0.9128562818908708
CELL_006,25,0.5,low_temp / low_crate,650,0.9051909668143409,0.9067814379980911
CELL_006,25,0.5,low_temp / low_crate,675,0.9007217024706767,0.896835195075226
CELL_006,25,0.5,low_temp / low_crate,700,0.8962030170788506,0.8945526802527758
CELL_006,25,0.5,low_temp / low_crate,725,0.8916354470592384,0.8925584572744861
CELL_006,25,0.5,low_temp / low_crate,750,0.8870195044762951,0.887203138270542
CELL_006,25,0.5,low_temp / low_crate,775,0.882355678929549,0.8813330797792366
CELL_006,25,0.5,low_temp / low_crate,800,0.8776444392407746,0.8772822303025437
CELL_006,25,0.5,low_temp / low_crate,825,0.8728862349650726,0.8720043141413485
CELL_006,25,0.5,low_temp / low_crate,850,0.8680814977490752,0.8686154665414338
CELL_006,25,0.5,low_temp / low_crate,875,0.8632306425558354,0.8683808644613115
CELL_006,25,0.5,low_temp / low_crate,900,0.8583340687729594,0.8493507642296998
CELL_006,25,0.5,low_temp / low_crate,925,0.8533921612180826,0.8525631852922987
CELL_006,25,0.5,low_temp / low_crate,950,0.8484052910537423,0.8490230845285459
CELL_006,25,0.5,low_temp / low_crate,975,0.8433738166220047,0.8444097955859096
CELL_006,25,0.5,low_temp / low_crate,1000,0.8382980842077827,0.8369963831731582
CELL_006,25,0.5,low_temp / low_crate,1025,0.8331784287385825,0.8270299024999075
CELL_006,25,0.5,low_temp / low_crate,1050,0.8280151744274096,0.8291631586204089
CELL_006,25,0.5,low_temp / low_crate,1075,0.8228086353647064,0.828854361114281
CELL_006,25,0.5,low_temp / low_crate,1100,0.8175591160644652,0.8121906011472587
CELL_006,25,0.5,low_temp / low_crate,1125,0.8122669119690299,0.8152903100169735
CELL_006,25,0.5,low_temp / low_crate,1150,0.8069323099165728,0.8057824716356426
CELL_006,25,0.5,low_temp / low_crate,1175,0.8015555885747593,0.8013409533643583
CELL_006,25,0.5,low_temp / low_crate,1200,0.7961370188437225,0.7924518740562586
CELL_007,25,0.5,low_temp / low_crate,0,1.002600089189398,1.004639382536355
CELL_007,25,0.5,low_temp / low_crate,25,1.0003901690353207,1.0064532596542555
CELL_007,25,0.5,low_temp / low_crate,50,0.9980661166616794,1.0021870582731014
CELL_007,25,0.5,low_temp / low_crate,75,0.9956529716004003,0.9971897749766538
CELL_007,25,0.5,low_temp / low_crate,100,0.9931613274585921,0.9992650983001794
CELL_007,25,0.5,low_temp / low_crate,125,0.9905977935610025,0.9921342696165866
CELL_007,25,0.5,low_temp / low_crate,150,0.987967075259378,0.9908650338781677
CELL_007,25,0.5,low_temp / low_crate,175,0.985272774288334,0.9842347759509625
CELL_007,25,0.5,low_temp / low_crate,200,0.9825177787950777,0.9827506891505849
CELL_007,25,0.5,low_temp / low_crate,225,0.9797044812527956,0.9772634978712447
CELL_007,25,0.5,low_temp / low_crate,250,0.9768349118251497,0.9802984555962316
CELL_007,25,0.5,low_temp / low_crate,275,0.9739108255248773,0.9697867628439752
CELL_007,25,0.5,low_temp / low_crate,300,0.9709337620825215,0.9736719882809833
CELL_007,25,0.5,low_temp / low_crate,325,0.9679050887114887,0.9672378100102207
CELL_007,25,0.5,low_temp / low_crate,350,0.9648260316374826,0.9689253964646182
CELL_007,25,0.5,low_temp / low_crate,375,0.9616976999594639,0.9643257414200233
CELL_007,25,0.5,low_temp / low_crate,400,0.9585211041079926,0.9648933656597565
CELL_007,25,0.5,low_temp / low_crate,425,0.9552971703939429,0.9578548818129282
CELL_007,25,0.5,low_temp / low_crate,450,0.9520267526623682,0.946524611767582
CELL_007,25,0.5,low_temp / low_crate,475,0.9487106417599039,0.9484763056547603
CELL_007,25,0.5,low_temp / low_crate,500,0.9453495733218067,0.9412475481477248
CELL_007,25,0.5,low_temp / low_crate,525,0.9419442342476374,0.9401302547993554
CELL_007,25,0.5,low_temp / low_crate,550,0.9384952681395143,0.9437845676559828
CELL_007,25,0.5,low_temp / low_crate,575,0.9350032799095765,0.9372346482477185
CELL_007,25,0.5,low_temp / low_crate,600,0.9314688397147848,0.9290225832147592
CELL_007,25,0.5,low_temp / low_crate,625,0.9278924863416542,0.9243444755591128
CELL_007,25,0.5,low_temp / low_crate,650,0.9242747301370806,0.9243894674621476
CELL_007,25,0.5,low_temp / low_crate,675,0.9206160555615052,0.9163580950386713
CELL_007,25,0.5,low_temp / low_crate,700,0.9169169234254667,0.9145679324545787
CELL_007,25,0.5,low_temp / low_crate,725,0.9131777728588624,0.9142698060092918
CELL_007,25,0.5,low_temp / low_crate,750,0.9093990230530979,0.9134426151794713
CELL_007,25,0.5,low_temp / low_crate,775,0.9055810748091125,0.9077117399618981
CELL_007,25,0.5,low_temp / low_crate,800,0.9017243119185493,0.893704798638456
CELL_007,25,0.5,low_temp / low_crate,825,0.8978291024007714,0.8988943859523774
CELL_007,25,0.5,low_temp / low_crate,850,0.8938957996147298,0.8941479171210438
CELL_007,25,0.5,low_temp / low_crate,875,0.8899247432616937,0.8913733592604981
CELL_007,25,0.5,low_temp / low_crate,900,0.8859162602924026,0.8915729941781818
